nome_da_música,nome_do_artista,rank_de_todos_os_tempos,pontuação_da_faixa,reproduções_spotify,contagem_de_playlists_spotify,alcance_das_playlists_spotify,popularidade_no_spotify,contagem_playlists_apple_music,contagem_playlists_deezer,alcance_playlists_deezer
What's My Name?,Rihanna,"4,011",21.3,"520,418,822","88,906","32,859,163",69,76,13,"201,267"
Flowers,Lauren Spencer Smith,"4,000",21.3,"260,183,209","36,176","9,276,256",65,31,12,"298,664"
Stir Fry,Migos,"4,033",21.2,"680,431,508","107,585","23,414,054",68,111,19,"157,694"
"Bitch, Donï¿½ï¿½ï¿½t Kill M",Kendrick Lamar,"4,037",21.2,"721,771,477","182,518","23,222,997",67,73,43,"185,338"
DOLLAZ ON MY HEAD (feat. Young Thug),Gunna,"4,035",21.2,"390,498,074","113,725","17,440,703",64,37,20,"16,541"
Pollito Amarillito,Gallina Pintadita,"4,045",21.2,"36,465,157","3,570","744,604",58,2,1,"3,695"
7 Summers,Morgan Wallen,"4,038",21.2,"433,429,705","47,966","7,954,524",73,33,2,"3,148"
You're Somebody Else,flora cash,"4,025",21.2,"473,059,298","108,732","25,587,455",62,39,24,"142,965"
River,Miley Cyrus,"4,032",21.2,"132,653,623","15,227","7,111,182",59,40,31,"907,532"
Extssy Model,Junior H,"4,046",21.2,"293,017,219","21,333","6,926,082",74,1,5,"6,187,083"
Formula,Labrinth,"4,034",21.2,"836,491,531","114,619","24,572,791",79,27,22,"210,733"
Suzume,RADWIMPS,"4,036",21.2,"151,179,942","30,909","4,476,490",63,9,1,"337,935"
Nada,Cazzu,"4,053",21.2,"204,337,911","29,832","6,210,430",65,9,1,"4,402"
Ashes,Stellar,"4,027",21.2,"286,057,865","73,783","7,257,676",67,22,3,"13,970"
Copa Vacï¿½,Shakira,"4,040",21.2,"147,537,573","17,322","17,844,679",63,46,37,"662,279"
"WHATS POPPIN (feat. DaBaby, Tory Lanez &amp; Lil Wayne) - Remix",Jack Harlow,"4,051",21.2,"742,255,774","117,293","24,138,527",62,52,30,"258,351"
Heyy,Lil Baby,"4,039",21.2,"66,617,153","34,503","4,137,767",51,11,3,"9,039"
Que Va,Alex Sensation,"4,029",21.2,"398,779,586","38,061","11,538,458",59,18,20,"84,828"
Rampampam,Minelli,"4,041",21.2,"123,191,456","30,942","3,676,550",57,47,25,"380,931"
WA DA DA,Kep1er,"4,043",21.2,"172,657,413","16,436","4,057,129",54,17,3,"6,338"
Seven Nation Army,The White Stripes,"4,030",21.2,"1,657,866,786","206,953","64,036,444",81,275,86,"972,676"
AHHH HA,Lil Durk,"4,024",21.2,"104,411,097","51,535","9,471,098",54,19,6,"20,046"
Do It Like That,TOMORROW X TOGETHER,"4,031",21.2,"102,643,968","11,419","7,392,399",59,7,11,"490,225"
Bezos I,Bo Burnham,"4,050",21.2,"225,256,279","53,441","4,357,998",60,11,1,"3,316"
Where Have You Been,Rihanna,"4,028",21.2,"699,439,249","120,535","37,264,448",69,72,36,"432,542"
Pelle Coat,Lil Durk,"4,055",21.2,"25,898,720","17,854","1,809,445",50,30,5,"57,064"
22,JayO,"4,079",21.1,"87,001,628","30,898","12,034,538",62,25,8,"201,337"
No Love,Summer Walker,"4,063",21.1,"265,040,914","45,783","18,436,392",69,47,16,"1,044,791"
Piensan,Myke Towers,"4,059",21.1,"387,094,388","61,560","9,322,479",70,16,2,"23,079"
Feels Like Summer,Childish Gambino,"4,071",21.1,"315,997,441","104,490","13,875,886",65,63,45,"174,079"
Fly Away,Tones And I,"4,076",21.1,"419,557,907","58,857","14,747,928",64,121,25,"49,224"
Little Do You Know,Alex & Sierra,"4,077",21.1,"732,651,478","76,941","29,043,662",65,37,20,"83,357"
Travesuras,Nicky Jam,"4,078",21.1,"308,811,426","35,237","11,639,231",61,46,24,"104,500"
Mayor Que Usted,NATTI NATASHA,"4,068",21.1,"120,404,381","17,334","6,356,554",54,17,6,"61,127"
FARDOS,JC Reyes,"4,072",21.1,"52,585,215","5,947","11,632,200",71,9,7,"537,320"
Martini,Dei V,"4,073",21.1,"19,104,053","2,466","16,540,673",72,11,2,"34,690"
King's Dead (with Kendrick Lamar & Future),Jay Rock,"4,081",21.1,"597,167,984","106,817","22,130,665",65,84,27,"106,997"
BABY SAID,Mï¿½ï¿½ne,"4,057",21.1,"166,942,258","24,993","16,530,205",71,26,36,"472,187"
Gangstas,Pop Smoke,"4,065",21.1,"234,889,039","106,769","6,840,214",62,12,3,"68,030"
Too Good,Drake,"4,074",21.1,"1,052,473,730","126,251","30,938,220",68,176,33,"256,100"
Alone,Rod Wave,"4,098",21,"64,562,541","14,704","1,868,777",55,11,1,"2,011"
One Up,Central Cee,"4,101",21,"130,784,398","51,124","9,618,606",62,10,3,"14,835"
idfc,blackbear,"4,117",21,"703,008,289","107,737","27,795,750",65,13,5,"7,400"
"Are You Going to See the Rose in the Vase, or the Dust on the Table",$uicideboy$,"4,116",21,"28,870,396","4,298","15,228,224",78,2,3,"77,456"
Only Girl (In The World),Rihanna,"4,090",21,"1,085,436,198","192,284","82,258,717",78,113,70,"1,528,409"
OTW,Khalid,"4,087",21,"623,201,391","89,059","15,406,560",63,57,23,"135,840"
Who Needs Love,Trippie Redd,"4,107",21,"238,027,193","60,128","8,306,828",4,16,6,"107,847"
Hit Different,SZA,"4,097",21,"254,979,267","50,550","13,267,378",63,86,32,"760,820"
Un Cigarrillo,Chencho Corleone,"4,109",21,"113,402,349","14,752","9,813,030",66,15,9,"93,689"
Birthday Sex,Jeremih,"4,099",21,"481,414,844","93,752","22,844,956",65,36,8,"113,774"
Paradise,Sophie and the Giants,"4,112",21,"31,823,450","7,077","7,832,473",60,23,26,"234,938"
Te Ire A Buscar,Santa Fe Klan,"4,106",21,"305,231,016","27,465","4,259,174",66,10,8,"160,804"
DORA,FARIANA,"4,100",21,"11,328,011","1,389","3,210,604",64,8,3,"6,496"
Spicy Margarita,Jason Derulo,"4,118",21,"37,640,497","4,937","3,578,804",4,10,10,"45,058"
Cry,Cigarettes After Sex,"4,105",21,"499,764,238","79,594","30,626,148",78,3,4,"116,015"
Tequila,Dan + Shay,"4,092",21,"601,987,422","52,580","11,498,486",65,3,5,"1,242"
ýýýýýýýýýýýý,Omoinotake,"4,114",21,"46,082,088","1,755","5,204,396",72,36,1,"9,615"
Polaroid Love,ENHYPEN,"4,102",21,"283,455,095","30,103","7,031,163",68,9,2,"6,152"
What A Man Gotta Do,Jonas Brothers,"4,104",21,"505,295,731","47,908","25,022,588",64,76,36,"463,898"
Do It Again,Pia Mia,"4,094",21,"520,407,542","64,298","14,431,993",66,24,9,"64,296"
Lemon,Kenshi Yonezu,"4,108",21,"194,955,459","27,767","4,609,513",63,39,3,"7,049"
How To Love,Lil Wayne,"4,130",20.9,"302,419,750","54,906","12,043,337",61,25,7,"32,140"
SNEAKERS,ITZY,"4,128",20.9,"95,952,617","10,516","3,921,848",56,7,4,"9,169"
Solar Eclipse,YoungBoy Never Broke Again,"4,134",20.9,"99,037,719","22,065","2,853,491",55,7,1,"4,717"
Before You Go - Guitar Acoustic,Lewis Capaldi,"4,120",20.9,"52,223,414","4,281","4,580,882",55,6,9,"31,545"
Heatin Up (feat. Gunna),Lil Baby,"4,122",20.9,"198,573,138","71,523","11,208,233",61,25,2,54
Run BTS,BTS,"4,132",20.9,"439,395,056","23,010","21,676,194",71,6,2,"25,844"
Never Sleep (feat. Lil Baby),NAV,"4,123",20.9,"130,902,100","56,267","17,813,781",56,29,6,"439,423"
Iï¿½ï¿½ï¿½m Ju,Ryan Gosling,"4,124",20.9,"126,219,979","18,525","2,916,952",60,22,4,"39,010"
Sugardaddy,Roxy Dekker,"4,141",20.9,"33,677,357","4,771","7,366,163",73,8,14,"489,644"
In Your Eyes (feat. Alida),Robin Schulz,"4,126",20.9,"335,496,248","59,904","11,559,966",56,60,55,"995,213"
ROLLIN N CONTROLLIN FREESTYLE,DUSTY LOCANE,"4,137",20.9,"153,213,678","70,131","7,126,412",53,8,2,285
GO (feat. Juice WRLD),The Kid LAROI,"4,146",20.8,"488,253,341","108,963","14,479,778",63,44,23,"129,806"
Backyard Boy,Claire Rosinkranz,"4,168",20.8,"271,235,105","63,488","12,356,624",60,29,8,"16,632"
Back It up and Dump It (Dump Truck),GC Eternal,"4,169",20.8,"10,019,831","3,056","2,201,159",55,1,1,"19,564"
"Salamin, Salamin",BINI,"4,156",20.8,"58,823,260","1,070","13,784,216",78,5,2,"74,524"
Skyfall - Full Length,Adele,"4,159",20.8,"694,094,195","116,469","65,565,928",78,60,55,"596,330"
Beautiful Girls,Sean Kingston,"4,155",20.8,"178,339,925","189,706","77,373,837",72,100,75,"792,050"
Mon amour,Slimane,"4,157",20.8,"53,969,524","4,597","8,850,447",63,30,36,"17,495,352"
ýýýýýýýýýýýýýý ýýýýýýýý,ýýýýýýýýýýýý ýýýýýýýýýýýýýý,"4,151",20.8,"21,970,517","11,053","436,364",45,17,2,"5,452"
Rainfall,Tom Santa,"4,167",20.8,"164,856,432","76,735","44,649,643",70,10,17,"26,550"
Por el Resto de Tu Vida,Christian Nodal,"4,150",20.8,"199,953,495","13,323","14,658,527",70,17,12,"334,029"
Earth,Lil Dicky,"4,152",20.8,"211,158,013","32,331","3,138,494",54,5,5,"2,418"
23 Preguntas,Anuel AA,"4,158",20.8,"154,250,706","31,969","7,964,623",66,20,7,"2,284,818"
Mi Gata,Standly,"4,154",20.8,"141,747,648","34,061","3,059,194",57,6,2,"2,051"
Chillax,Farruko,"4,148",20.8,"366,268,077","40,643","11,704,627",63,28,20,"180,869"
Bilmem Mi?,Sefo,"4,144",20.8,"146,709,792","28,310","3,244,623",41,14,6,"28,380"
Tattoo - Remix with Camilo,Rauw Alejandro,"4,160",20.8,"623,875,921","59,902","22,906,497",66,133,30,"385,759"
Ready For Love,BLACKPINK,"4,163",20.8,"115,237,552","9,312","6,682,567",55,2,2,"80,569"
Pyramide,Werenoi,"4,166",20.8,"38,079,739","4,948","4,742,178",66,20,14,"5,731,293"
ýýýýýýýýýýýýýýýý ýýýýýýýýýýýýýý,Galibri & Mavik,"4,149",20.8,"25,149,668","13,174","603,919",48,17,1,"56,252"
Million Reasons,Lady Gaga,"4,175",20.7,"825,465,124","71,034","28,288,082",69,106,38,"199,760"
Can't Have Mine,Dylan Scott,"4,170",20.7,"98,538,888","14,642","4,147,528",60,15,1,"87,320"
Yankee 150,Yandel,"4,189",20.7,"126,879,048","19,994","19,160,060",63,25,8,"120,693"
Yacht Club (feat. Juice WRLD),Lil Yachty,"4,176",20.7,"296,469,547","71,250","11,753,515",62,10,2,"1,406"
The One That Got Away,Katy Perry,"4,172",20.7,"921,351,898","110,426","34,757,269",67,40,21,"81,354"
La Romana,Bad Bunny,"4,191",20.7,"410,897,040","71,655","16,804,911",68,37,8,"184,206"
Soltera - Remix,Lunay,"4,180",20.7,"960,753,774","96,971","42,696,430",67,95,19,"206,475"
Fine Day Anthem,Skrillex,"4,190",20.7,"50,471,076","29,417","28,537,805",65,19,11,"28,211"
Big Jet Plane,Restricted,"4,185",20.7,"104,493,081","40,264","10,835,008",64,14,16,"213,835"
The American Dream Is Killing Me,Green Day,"4,181",20.7,"15,336,055","4,793","2,283,611",1,18,7,"90,570"
When I Was Your Man,Bruno Mars,"4,187",20.7,"2,106,040,891","231,184","111,114,931",81,104,184,"1,054,128"
Cruise,Florida Georgia Line,"4,210",20.6,"455,780,340","62,047","17,493,880",67,69,5,"6,542"
Blood Sweat & Tears,BTS,"4,201",20.6,"563,366,391","4,227","1,081,064",43,3,1,"187,370"
BAND4BAND,Central Cee,"4,203",20.6,"86,144,467",50,"49,358",7,152,1,"1,359,504"
All We Got (feat. KIDDO),Robin Schulz,"4,215",20.6,"267,459,903","56,613","6,099,494",53,63,40,"741,931"
Sinceramente,Annalisa,"4,204",20.6,"67,967,157","3,843","8,133,274",62,25,6,"3,796,345"
DOLA,ANGGA DERMAWAN,"4,212",20.6,"4,906,976",182,"3,077,523",62,2,1,"4,686"
Lie,NF,"4,195",20.6,"582,549,538","89,956","24,969,551",69,10,13,"5,047"
Love Shot,EXO,"4,207",20.6,"358,620,184","30,692","7,198,195",65,8,3,"9,706"
Down In Atlanta,Pharrell Williams,"4,214",20.6,"92,424,493","45,053","6,604,373",58,22,23,"374,295"
Experimento,Myke Towers,"4,216",20.6,"228,003,109","58,288","9,225,902",63,29,12,"49,051"
Only,Nicki Minaj,"4,217",20.6,"557,775,679","78,471","21,317,084",60,35,11,"73,944"
Ginseng Strip 2002,Yung Lean,"4,202",20.6,"276,992,369","105,690","11,367,953",64,10,12,"66,615"
My House,Flo Rida,"4,205",20.6,"1,069,960,318","164,242","38,327,757",71,81,17,"16,555"
Sun to Me,Zach Bryan,"4,209",20.6,"307,125,680","37,085","4,580,996",78,5,1,71
Hours In Silence,Drake,"4,218",20.6,"147,688,885","45,526","10,274,263",65,11,1,"3,521"
Title,Meghan Trainor,"4,193",20.6,"205,312,051","28,368","7,213,050",59,15,15,"51,860"
ID,Young Miko,"4,197",20.6,"118,689,822","21,235","10,088,905",61,17,5,"1,370,903"
In My Head,Juice WRLD,"4,194",20.6,"136,878,823","44,098","14,028,444",62,10,2,"113,827"
Remember That Night?,Sara Kays,"4,200",20.6,"363,510,259","62,841","29,185,291",68,51,12,"12,103"
Hummingbird (Metro Boomin & James Blake),Metro Boomin,"4,208",20.6,"88,524,099","26,884","4,613,355",63,14,1,"8,934"
Tigini (Remix),Kikimoteleba,"4,199",20.6,"97,902,676","29,131","4,436,551",58,7,3,"25,321"
Sobredosis (feat. Ozuna),Romeo Santos,"4,220",20.6,"433,074,753","46,083","14,763,723",69,20,11,"178,299"
Bound 2,Kanye West,"4,239",20.5,"948,562,412","227,652","30,088,786",76,52,13,"34,894"
Proteï¿½ï¿½ï¿½ï¿½o,Tarcï¿½ï¿½sio do Acor,"4,232",20.5,"102,703,448","10,682","3,907,728",58,3,4,"189,807"
COULD BE WRONG,LOSTBOYJAY,"4,223",20.5,"56,645,454","39,890","4,540,523",67,4,6,"27,747"
Night Away (Dance) (feat. Tion Wayne),A1 x J1,"4,253",20.5,"148,855,365","68,961","4,738,866",57,9,9,"20,327"
Empire State Of Mind,JAY-Z,"4,231",20.5,"1,021,647,566","253,182","78,527,028",77,139,77,"1,163,334"
All Eyes On You (feat. Chris Brown & Nicki Minaj),Meek Mill,"4,237",20.5,"369,947,896","53,156","11,632,300",62,26,6,"26,325"
Bubalu,Becky G,"4,236",20.5,"392,308,500","47,157","12,359,129",64,21,12,"29,748"
ESCAPE PLAN,Travis Scott,"4,247",20.5,"200,895,335","76,844","14,032,430",63,28,20,"666,758"
TiK ToK,Kesha,"4,226",20.5,"1,204,914,998","198,352","129,620,346",80,194,122,"2,291,036"
Feel This Moment,Pitbull,"4,243",20.5,"687,212,492","158,127","52,673,092",74,49,31,"46,407"
Ocean Drive,Duke Dumont,"4,246",20.5,"624,262,344","152,117","23,361,260",68,180,50,"357,747"
Love Story,Disco Lines,"4,224",20.5,"18,566,967","7,400","851,076",40,3,1,"1,331"
Feel Special,TWICE,"4,251",20.5,"361,382,812","27,358","7,905,495",64,32,7,"65,007"
Goin Baby,DaBaby,"4,248",20.5,"225,260,644","51,066","7,548,486",53,11,7,"27,786"
Stay With Me,Calvin Harris,"4,242",20.5,"142,927,322","32,810","11,080,526",56,42,44,"699,913"
Famous Friends,Chris Young,"4,235",20.5,"177,734,775","25,580","8,683,788",60,36,5,"90,079"
Turn Me On (feat. Vula),Riton,"4,230",20.5,"399,276,193","102,234","31,645,383",64,114,76,"736,094"
Come Through (feat. Chris Brown),H.E.R.,"4,238",20.5,"172,986,367","40,246","8,921,857",56,72,25,"89,707"
Mi Niï¿½,Wisin,"4,234",20.5,"400,985,699","62,355","13,993,469",60,58,18,"148,048"
Pretty Girls,Frenna,"4,252",20.5,"28,452,972","6,696","5,408,775",69,7,9,"464,315"
In This Darkness,Clara La San,"4,241",20.5,"138,987,928","27,997","4,821,947",5,1,1,245
Mama (with Skilla Baby & Tay B),Rob49,"4,240",20.5,"15,885,603","5,781","2,276,683",53,4,2,"683,267"
Sundress,A$AP Rocky,"4,256",20.5,"595,930,584","153,078","26,248,264",80,27,45,"131,564"
But I Got A Beer In My Hand,Luke Bryan,"4,255",20.5,"36,475,819","6,175","3,480,683",53,15,4,"170,912"
No Friends In The Industry,Drake,"4,267",20.4,"219,008,713","75,763","15,186,307",62,38,8,"137,842"
Clouded,Brent Faiyaz,"4,264",20.4,"556,176,640","86,180","14,946,584",75,21,1,"5,286"
ýýýýýý,YOASOBI,"4,265",20.4,"140,194,014","16,841","3,520,046",58,12,2,"7,643"
Day 'N' Nite (nightmare),Kid Cudi,"4,277",20.4,"836,986,096","185,976","32,031,700",64,90,17,"219,233"
El Gavilï¿½,Luis R Conriquez,"4,282",20.4,"350,440,369","24,886","11,413,202",72,11,3,"330,705"
La kiffance,Naps,"4,271",20.4,"224,163,089","45,837","4,034,090",60,43,20,"1,758,780"
Gimme Love,Joji,"4,262",20.4,"379,518,360","101,883","12,544,781",21,26,18,"56,573"
Wet (She Got Thatï¿½ï,YFN Lucci,"4,275",20.4,"93,229,994","24,779","2,554,563",44,14,8,"9,537"
Body,Russ Millions,"4,272",20.4,"139,377,440","67,820","5,628,995",55,25,7,"56,816"
VOID,Melanie Martinez,"4,259",20.4,"121,386,649","17,170","3,091,212",56,25,12,"200,710"
Mercury: Retrograde,Ghostemane,"4,279",20.4,"333,141,510","89,320","8,824,592",66,5,5,"22,479"
Last Night Lonely,Jon Pardi,"4,269",20.4,"134,725,621","19,072","2,970,003",65,8,4,"132,683"
MONEY ON THE DASH - SPED UP,Elley Duhï¿,"4,268",20.4,"179,176,296","41,284","34,923,502",76,3,10,"212,366"
breathin,Ariana Grande,"4,258",20.4,"633,631,183","43,387","15,890,645",64,50,16,"187,289"
Cracker Island (feat. Thundercat),Gorillaz,"4,263",20.4,"98,108,741","40,658","4,088,272",56,14,8,"57,196"
Itï¿½ï¿½ï¿½s a beautif,Trinix,"4,266",20.4,"49,155,460","20,079","3,448,518",57,7,18,"200,594"
i'm so tired...,Lauv,"4,260",20.4,"885,986,482","82,322","17,357,820",66,76,34,"780,991"
Gata Only (Remix),FloyyMenor,"4,280",20.4,"3,870,862",683,"16,135,127",67,13,2,"344,686"
Love Galore,SZA,"4,313",20.3,"817,054,014","105,515","29,991,191",71,204,46,"380,092"
Takeaway,The Chainsmokers,"4,305",20.3,"630,875,899","83,848","18,713,760",64,68,33,"1,063,865"
Needed Me,Rihanna,"4,308",20.3,"1,483,572,312","155,595","58,419,207",77,159,34,"724,395"
NUMB,XXXTENTACION,"4,304",20.3,"510,136,819","76,921","16,933,150",67,5,6,"152,394"
Halo,Beyoncï¿,"4,309",20.3,"1,556,326,643","167,145","91,569,550",68,213,260,"1,596,032"
Aman Gï¿½ï¿½zel Yavaï¿½ï¿,Halodayï¿,"4,295",20.3,"110,759,507","16,068","2,956,360",27,7,2,"1,567,383"
"\"\"\"ýýýýýý ýýýýýýýýýý \"\"ýýýýýýýýýýýý ýýýý ýýýýýýýýýýýý\"",Myriam Fares,"4,310",20.3,"7,383,901","4,008","539,281",48,1,1,339
Aquel Nap ZzZz,Rauw Alejandro,"4,286",20.3,"231,298,627","49,800","5,948,309",65,24,3,"45,211"
Besos En Guerra,Morat,"4,298",20.3,"584,357,975","45,274","17,822,590",71,28,32,"132,229"
Tucson Too Late,Jordan Davis,"4,288",20.3,"60,355,607","4,814","13,753,161",68,9,7,"1,599,490"
SWIPE,ALYPH,"4,312",20.3,"12,383,314","2,946","205,771",42,4,1,"4,686"
The Scientist,Coldplay,"4,294",20.3,"1,903,413,912","239,330","115,908,926",79,55,217,"1,116,370"
"DANï¿½ï¿½ARINA (feat. Nicky Jam, MC Pedrinho) - R",PEDRO SAMPAIO,"4,301",20.3,"100,491,006","20,334","8,731,399",59,11,26,"270,425"
Butter Pecan,YNW Melly,"4,284",20.3,"101,094,621","22,493","1,649,415",49,2,1,"4,815"
DEUTSCHLAND,Rammstein,"4,296",20.3,"460,008,347","82,329","13,735,008",71,43,38,"255,480"
Hot In It,Tiï¿½ï¿,"4,306",20.3,"220,250,463","46,098","26,666,028",65,103,49,"789,803"
Fazendinha,Mundo Bita,"4,303",20.3,"65,098,757","4,912","1,254,932",58,7,18,"70,785"
SHOOTING STAR,XG,"4,311",20.3,"125,943,110","14,415","3,931,535",66,7,1,"1,353"
ALMAS GEMELAS,Myke Towers,"4,285",20.3,"247,133,830","55,046","10,046,042",67,43,11,"32,605"
Saturno,Pablo Alborï¿½,"4,283",20.3,"495,063,827","39,662","20,764,682",71,5,25,"109,263"
"Paulo Londra: Bzrp Music Sessions, Vol. 23",Bizarrap,"4,287",20.3,"185,316,307","37,273","6,180,389",59,11,6,"110,742"
vice city,XXXTENTACION,"4,343",20.2,"111,369,377","60,104","6,976,080",64,4,4,"132,917"
Your Heart Or Mine,Jon Pardi,"4,329",20.2,"129,531,779","14,019","7,342,329",69,8,1,"87,320"
Alors on danse,Stromae,"4,315",20.2,"676,325,288","186,415","35,955,155",72,101,106,"1,851,545"
LosT,Bring Me The Horizon,"4,325",20.2,"96,922,687","25,703","6,529,841",63,19,8,"118,282"
SOLO,JENNIE,"4,339",20.2,"622,229,689","39,229","14,905,468",67,21,14,"58,126"
Good For You,Selena Gomez,"4,342",20.2,"701,552,110","49,025","16,106,848",60,120,31,"160,523"
Sigues Con El,Dï¿½ï¿½melo,"4,331",20.2,"582,595,821","71,602","18,990,583",60,44,25,"203,043"
Jefe,Ninho,"4,318",20.2,"154,120,297","30,813","3,242,257",61,33,11,"872,242"
Vamp Anthem,Playboi Carti,"4,332",20.2,"291,244,404","103,342","8,912,802",69,3,4,"11,374"
do re mi,blackbear,"4,335",20.2,"619,655,619","78,265","13,525,058",63,46,12,"436,480"
"You're Gonna Go Far, Kid",The Offspring,"4,334",20.2,"968,810,827","177,742","38,261,812",77,22,22,"477,009"
Plug Walk,Rich The Kid,"4,324",20.2,"653,490,628","122,994","17,631,951",62,53,16,"79,430"
RON COLA,Rauw Alejandro,"4,319",20.2,"143,542,362","23,633","7,554,457",60,12,4,"33,430"
Hide Away,Daya,"4,327",20.2,"493,444,344","48,491","27,331,765",76,63,3,"120,251"
Unsteady,X Ambassadors,"4,344",20.2,"663,939,688","87,146","28,385,073",67,47,8,"16,394"
Fall in Love with You.,Montell Fish,"4,320",20.2,"342,872,540","67,188","17,442,127",74,10,7,"21,865"
Chamber Of Reflection,Mac DeMarco,"4,321",20.2,"728,140,057","201,363","35,839,296",74,39,18,"59,095"
Tighten Up,The Black Keys,"4,316",20.2,"248,857,241","6,774","776,120",56,60,1,"25,712"
CAN'T SAY,Travis Scott,"4,323",20.2,"601,202,311","140,105","19,353,049",72,16,11,"128,575"
Pursuit Of Happiness (nightmare),Kid Cudi,"4,330",20.2,"789,300,127","189,360","25,658,184",64,58,19,"48,063"
Do What I Want,Lil Uzi Vert,"4,337",20.2,"255,776,823","52,690","9,510,227",58,18,4,"14,862"
Mercy,Kanye West,"4,326",20.2,"396,015,053","93,596","20,357,135",64,56,16,"79,174"
Hero,Alan Walker,"4,367",20.1,"76,323,780","15,631","7,617,886",59,6,5,"127,616"
JAGERMEISTER,Ice Beats Slide,"4,373",20.1,"8,434,856","6,522","537,376",14,8,1,"6,375"
"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,"4,368",20.1,"370,693,139","52,213","12,089,613",56,54,2,"2,698"
Drifting,Tiï¿½ï¿,"4,345",20.1,"101,903,591","22,437","23,826,280",72,29,26,"413,945"
Over the Rainbow,Israel Kamakawiwo'ole,"4,361",20.1,"399,145,178","94,038","14,869,138",68,51,39,"143,486"
Losin Control,Russ,"4,354",20.1,"703,411,626","95,048","19,980,635",66,55,47,"66,338"
Onana,Jey One,"4,365",20.1,"57,239,767","14,419","2,463,819",64,6,1,"6,867"
Daechwita,Agust D,"4,375",20.1,"313,507,248","26,753","16,233,508",67,9,5,"26,540"
Como Si No Importara,Emilia,"4,356",20.1,"232,985,667","43,893","6,507,466",62,19,8,"264,687"
Supernova,SAIKO,"4,348",20.1,"125,451,295","28,417","7,839,226",61,18,1,"2,807"
Rags2Riches (feat. ATR Son Son),Rod Wave,"4,366",20.1,"164,542,767","35,795","4,556,039",47,21,1,"1,649"
Fast Car,Jonas Blue,"4,352",20.1,"1,145,882,592","139,927","40,886,623",69,143,74,"406,133"
Quickie,Moneybagg Yo,"4,347",20.1,"56,051,407","25,464","2,214,899",57,10,1,"2,538"
Coraï¿½ï¿½ï¿½ï¿½o,Marï¿½ï¿½lia Mendo,"4,370",20.1,"71,915,713","6,180","8,643,384",54,10,40,"1,304,457"
The Thin Grey Line,$uicideboy$,"4,360",20.1,"13,289,346","1,936","4,325,365",72,6,5,517
Desde Mis Ojos - Remix,Chris Lebron,"4,351",20.1,"128,669,257","25,684","4,403,591",62,9,4,"1,585,177"
Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick,"4,372",20.1,"1,074,583,619","152,685","43,023,486",69,118,107,"952,714"
Who Is Your Guy? - Remix,Spyro,"4,364",20.1,"21,134,265","7,097","1,369,988",55,25,11,"359,413"
Gentleman,PSY,"4,357",20.1,"119,666,188","25,949","3,520,970",54,13,3,"1,554"
SUGAR,BROCKHAMPTON,"4,346",20.1,"507,842,421","98,352","18,781,944",63,56,23,"106,019"
Everybody Talks,Neon Trees,"4,359",20.1,"836,267,192","170,098","45,773,811",74,39,16,"51,359"
